date,Afluente_SN,a,b,Temp_C,Qobs_m3s,P_mm,PET_mm
1992/01/6,0,,,18.46,0.901,0.000,3.252
1992/01/7,0,,,18.46,0.883,0.000,3.252
1992/01/8,0,,,18.46,0.865,0.000,3.252
1992/01/9,0,,,18.46,0.848,0.000,3.252
1992/01/10,0,,,18.46,0.831,0.000,3.252
1992/01/11,0,,,18.46,0.819,3.600,3.252
1992/01/12,3.6,,,18.46,0.803,0.000,3.252
1992/01/13,0,,,18.46,0.795,5.700,3.252
1992/01/14,5.7,,,18.46,0.784,2.800,3.252
1992/01/15,2.8,,,18.46,0.768,0.000,3.252
1992/01/16,0,,,18.46,0.753,0.000,3.252
1992/01/17,0,,,18.46,0.738,0.000,3.252
1992/01/18,0,,,18.46,0.723,0.000,3.252
1992/01/19,0,,,18.46,0.708,0.000,3.252
1992/01/20,0,,,18.46,0.694,0.000,3.252
1992/01/21,0,,,18.46,0.684,4.100,3.252
1992/01/22,4.1,,,18.46,0.670,0.000,3.252
1992/01/23,0,,,18.46,0.657,0.000,3.252
1992/01/24,0,,,18.46,0.644,0.000,3.252
1992/01/25,0,,,18.46,0.631,0.000,3.252
1992/01/26,0,,,18.46,0.618,0.000,3.252
1992/01/27,0,,,18.46,0.606,0.000,3.252
1992/01/28,0,,,18.46,0.594,0.000,3.252
1992/01/29,0,,,18.46,0.582,0.000,3.252
1992/01/30,0,,,18.46,0.570,0.000,3.252
1992/01/31,0,,,18.46,0.559,0.000,3.252
1992/02/1,0,,,18.46,0.548,0.000,3.252
1992/02/2,0,,,18.46,0.537,0.000,3.252
1992/02/3,0,,,18.46,0.526,0.000,3.252
1992/02/4,0,,,18.46,0.516,0.000,3.252
1992/02/5,0,,,18.46,0.505,0.000,3.252
1992/02/6,0,,,18.46,0.495,0.000,3.252
1992/02/7,0,,,18.46,0.485,0.000,3.252
1992/02/8,0,,,18.46,0.476,0.000,3.252
1992/02/9,0,,,18.46,0.468,19.500,3.252
1992/02/10,19.5,,,18.46,0.461,3.250,3.252
1992/02/11,3.25,,,18.46,0.455,3.250,3.252
1992/02/12,3.25,,,18.46,0.450,3.250,3.252
1992/02/13,3.25,,,18.46,0.445,3.250,3.252
1992/02/14,3.25,,,18.46,0.440,3.250,3.252
1992/02/15,3.25,,,18.46,0.436,3.250,3.252
1992/02/16,3.25,,,18.46,0.427,0.000,3.252
1992/02/17,0,,,18.46,0.419,0.000,3.252
1992/02/18,0,,,18.46,0.410,0.000,3.252
1992/02/19,0,,,18.46,0.403,1.100,3.252
1992/02/20,1.1,,,18.46,0.395,0.000,3.252
1992/02/21,0,,,18.46,0.390,3.200,3.252
1992/02/22,3.2,,,18.46,0.383,0.800,3.252
1992/02/23,0.8,,,18.46,0.376,0.000,3.252
1992/02/24,0,,,18.46,0.368,0.000,3.252
1992/02/25,0,,,18.46,0.361,0.000,3.252
1992/02/26,0,,,18.46,0.353,0.000,3.252
1992/02/27,0,,,18.46,0.347,0.900,3.252
1992/02/28,0.9,,,18.46,0.340,0.000,3.252
1992/02/29,0,,,18.46,0.333,0.000,3.252
1992/03/1,0,,,18.46,0.327,0.000,3.252
1992/03/2,0,,,18.46,0.320,1.000,3.252
1992/03/3,1,,,18.46,0.314,1.000,3.252
1992/03/4,1,,,18.46,0.309,1.000,3.252
1992/03/5,1,,,18.46,0.303,1.000,3.252
1992/03/6,1,,,18.46,0.297,1.000,3.252
1992/03/7,1,,,18.46,0.291,1.000,3.252
1992/03/8,1,,,18.46,0.286,0.000,3.252
1992/03/9,0,,,18.46,0.280,0.000,3.252
1992/03/10,0,,,18.46,0.274,0.000,3.252
1992/03/11,0,,,18.46,0.269,2.400,3.252
1992/03/12,2.4,,,18.46,0.265,2.900,3.252
1992/03/13,2.9,,,18.46,0.261,5.500,3.252
1992/03/14,5.5,,,18.46,0.256,0.000,3.252
1992/03/15,0,,,18.46,0.251,0.000,3.252
1992/03/16,0,,,18.46,0.246,0.000,3.252
1992/03/17,0,,,18.46,0.241,0.000,3.252
1992/03/18,0,,,18.46,0.236,0.000,3.252
1992/03/19,0,,,18.46,0.232,0.000,3.252
1992/03/20,0,,,18.46,0.227,0.000,3.252
1992/03/21,0,,,18.46,0.222,0.000,3.252
1992/03/22,0,,,18.46,0.218,0.000,3.252
1992/03/23,0,,,18.46,0.214,0.000,3.252
1992/03/24,0,,,18.46,0.209,0.000,3.252
1992/03/25,0,,,18.46,0.205,0.000,3.252
1992/03/26,0,,,18.46,0.201,0.000,3.252
1992/03/27,0,,,18.46,0.197,0.000,3.252
1992/03/28,0,,,18.46,0.193,0.000,3.252
1992/03/29,0,,,18.46,0.189,0.000,3.252
1992/03/30,0,,,18.46,0.185,0.000,3.252
1992/03/31,0,,,18.46,0.182,0.000,3.252
1992/04/1,0,,,18.46,0.178,0.000,3.252
1992/04/2,0,,,18.46,0.174,0.000,3.252
1992/04/3,0,,,18.46,0.171,0.000,3.252
1992/04/4,0,,,18.46,0.168,0.000,3.252
1992/04/5,0,,,18.46,0.164,0.000,3.252
1992/04/6,0,,,18.46,0.161,0.000,3.252
1992/04/7,0,,,18.46,0.158,0.000,3.252
1992/04/8,0,,,18.46,0.155,0.000,3.252
1992/04/9,0,,,18.46,0.151,0.000,3.252
1992/04/10,0,,,18.46,0.148,0.000,3.252
1992/04/11,0,,,18.46,0.145,0.000,3.252
1992/04/12,0,,,18.46,0.143,0.000,3.252
1992/04/13,0,,,18.46,0.140,0.000,3.252
1992/04/14,0,,,18.46,0.137,0.000,3.252
1992/04/15,0,,,18.46,0.134,0.000,3.252
1992/04/16,0,,,18.46,0.131,0.000,3.252
1992/04/17,0,,,18.46,0.129,0.000,3.252
1992/04/18,0,,,18.46,0.126,0.000,3.252
1992/04/19,0,,,18.46,0.124,0.000,3.252
1992/04/20,0,,,18.46,0.121,2.900,3.252
1992/04/21,2.9,,,18.46,0.119,16.400,3.252
1992/04/22,16.4,,,18.46,0.118,2.700,3.252
1992/04/23,2.7,,,18.46,0.116,0.900,3.252
1992/04/24,0.9,,,18.46,0.113,0.000,3.252
1992/04/25,0,,,18.46,0.112,2.800,3.252
1992/04/26,2.8,,,18.46,0.113,5.700,3.252
1992/04/27,5.7,,,18.46,0.110,0.000,3.252
1992/04/28,0,,,18.46,0.108,0.000,3.252
1992/04/29,0,,,18.46,0.106,0.000,3.252
1992/04/30,0,,,18.46,0.104,0.000,3.252
1992/05/1,0,,,18.46,0.102,0.000,3.252
1992/05/2,0,,,18.46,0.100,0.000,3.252
1992/05/3,0,,,18.46,0.098,0.000,3.252
1992/05/4,0,,,18.46,0.096,0.000,3.252
1992/05/5,0,,,18.46,0.098,17.200,3.252
1992/05/6,17.2,,,18.46,0.096,0.000,3.252
1992/05/7,0,,,18.46,0.144,52.200,3.252
1992/05/8,52.2,,,18.46,0.142,0.000,3.252
1992/05/9,0,,,18.46,0.139,0.000,3.252
1992/05/10,0,,,18.46,0.136,0.000,3.252
1992/05/11,0,,,18.46,0.133,0.000,3.252
1992/05/12,0,,,18.46,0.172,8.200,3.252
1992/05/13,8.2,,,18.46,4.284,26.800,3.252
1992/05/14,26.8,,,18.46,0.239,1.400,3.252
1992/05/15,1.4,,,18.46,0.234,0.000,3.252
1992/05/16,0,,,18.46,0.229,0.000,3.252
1992/05/17,0,,,18.46,0.263,6.000,3.252
1992/05/18,6,,,18.46,0.257,0.000,3.252
1992/05/19,0,,,18.46,0.252,0.000,3.252
1992/05/20,0,,,18.46,0.247,0.000,3.252
1992/05/21,0,,,18.46,0.264,4.300,3.252
1992/05/22,4.3,,,18.46,5.041,31.400,3.252
1992/05/23,31.4,,,18.46,0.316,0.000,3.252
1992/05/24,0,,,18.46,0.310,0.000,3.252
1992/05/25,0,,,18.46,0.304,0.000,3.252
1992/05/26,0,,,18.46,0.959,11.900,3.252
1992/05/27,11.9,,,18.46,2.422,14.900,3.252
1992/05/28,14.9,,,18.46,0.433,2.800,3.252
1992/05/29,2.8,,,18.46,0.424,0.000,3.252
1992/05/30,0,,,18.46,0.416,0.000,3.252
1992/05/31,0,,,18.46,0.407,0.000,3.252
1992/06/1,0,,,18.46,0.462,10.500,3.252
1992/06/2,10.5,,,18.46,0.452,0.000,3.252
1992/06/3,0,,,18.46,0.443,0.000,3.252
1992/06/4,0,,,18.46,0.434,0.000,3.252
1992/06/5,0,,,18.46,0.426,0.000,3.252
1992/06/6,0,,,18.46,0.439,4.600,3.252
1992/06/7,4.6,,,18.46,0.430,0.000,3.252
1992/06/8,0,,,18.46,0.422,0.000,3.252
1992/06/9,0,,,18.46,0.413,0.000,3.252
1992/06/10,0,,,18.46,0.405,0.000,3.252
1992/06/11,0,,,18.46,0.397,0.000,3.252
1992/06/12,0,,,18.46,0.389,0.000,3.252
1992/06/13,0,,,18.46,0.381,0.000,3.252
1992/06/14,0,,,18.46,0.373,0.000,3.252
1992/06/15,0,,,18.46,0.366,0.000,3.252
1992/06/16,0,,,18.46,0.359,0.000,3.252
1992/06/17,0,,,18.46,0.359,3.900,3.252
1992/06/18,3.9,,,18.46,0.407,25.600,3.252
1992/06/19,25.6,,,18.46,0.399,0.000,3.252
1992/06/20,0,,,18.46,0.391,0.000,3.252
1992/06/21,0,,,18.46,0.383,0.000,3.252
1992/06/22,0,,,18.46,0.375,0.000,3.252
1992/06/23,0,,,18.46,0.368,0.000,3.252
1992/06/24,0,,,18.46,0.360,0.000,3.252
1992/06/25,0,,,18.46,0.368,5.300,3.252
1992/06/26,5.3,,,18.46,0.360,0.000,3.252
1992/06/27,0,,,18.46,0.354,0.400,3.252
1992/06/28,0.4,,,18.46,0.347,0.000,3.252
1992/06/29,0,,,18.46,0.340,0.000,3.252
1992/06/30,0,,,18.46,0.334,0.000,3.252
1992/07/1,0,,,18.46,0.327,0.000,3.252
1992/07/2,0,,,18.46,0.320,0.000,3.252
1992/07/3,0,,,18.46,0.314,0.000,3.252
1992/07/4,0,,,18.46,0.308,0.000,3.252
1992/07/5,0,,,18.46,0.301,0.000,3.252
1992/07/6,0,,,18.46,0.295,0.000,3.252
1992/07/7,0,,,18.46,0.290,0.000,3.252
1992/07/8,0,,,18.46,0.284,0.000,3.252
1992/07/9,0,,,18.46,0.278,0.000,3.252
1992/07/10,0,,,18.46,0.273,0.000,3.252
1992/07/11,0,,,18.46,0.277,15.000,3.252
1992/07/12,15,,,18.46,0.281,6.200,3.252
1992/07/13,6.2,,,18.46,0.639,36.800,3.252
1992/07/14,36.8,,,18.46,0.333,0.000,3.252
1992/07/15,0,,,18.46,0.337,2.000,3.252
1992/07/16,2,,,18.46,0.330,0.000,3.252
1992/07/17,0,,,18.46,0.324,0.000,3.252
1992/07/18,0,,,18.46,0.317,0.000,3.252
1992/07/19,0,,,18.46,0.311,0.000,3.252
1992/07/20,0,,,18.46,0.305,0.000,3.252
1992/07/21,0,,,18.46,0.299,0.000,3.252
1992/07/22,0,,,18.46,0.293,0.000,3.252
1992/07/23,0,,,18.46,0.287,0.000,3.252
1992/07/24,0,,,18.46,0.281,0.000,3.252
1992/07/25,0,,,18.46,0.275,0.000,3.252
1992/07/26,0,,,18.46,0.270,0.000,3.252
1992/07/27,0,,,18.46,0.265,0.000,3.252
1992/07/28,0,,,18.46,0.267,4.200,3.252
1992/07/29,4.2,,,18.46,0.266,2.500,3.252
1992/07/30,2.5,,,18.46,0.299,18.800,3.252
1992/07/31,18.8,,,18.46,0.335,11.700,3.252
1992/08/1,11.7,,,18.46,0.335,1.500,3.252
1992/08/2,1.5,,,18.46,0.328,0.000,3.252
1992/08/3,0,,,18.46,0.322,0.000,3.252
1992/08/4,0,,,18.46,0.315,0.000,3.252
1992/08/5,0,,,18.46,0.309,0.000,3.252
1992/08/6,0,,,18.46,0.303,0.000,3.252
1992/08/7,0,,,18.46,0.297,0.000,3.252
1992/08/8,0,,,18.46,0.608,27.400,3.252
1992/08/9,27.4,,,18.46,0.367,3.700,3.252
1992/08/10,3.7,,,18.46,0.360,0.000,3.252
1992/08/11,0,,,18.46,0.414,12.700,3.252
1992/08/12,12.7,,,18.46,0.409,0.600,3.252
1992/08/13,0.6,,,18.46,0.439,7.300,3.252
1992/08/14,7.3,,,18.46,0.431,0.000,3.252
1992/08/15,0,,,18.46,0.452,5.800,3.252
1992/08/16,5.8,,,18.46,0.443,0.000,3.252
1992/08/17,0,,,18.46,0.434,0.000,3.252
1992/08/18,0,,,18.46,0.425,0.000,3.252
1992/08/19,0,,,18.46,0.417,0.000,3.252
1992/08/20,0,,,18.46,0.408,0.000,3.252
1992/08/21,0,,,18.46,0.400,0.000,3.252
1992/08/22,0,,,18.46,0.392,0.000,3.252
1992/08/23,0,,,18.46,0.384,0.000,3.252
1992/08/24,0,,,18.46,0.377,0.000,3.252
1992/08/25,0,,,18.46,0.369,0.000,3.252
1992/08/26,0,,,18.46,0.362,0.000,3.252
1992/08/27,0,,,18.46,0.360,2.800,3.252
1992/08/28,2.8,,,18.46,0.401,23.000,3.252
1992/08/29,23,,,18.46,3.442,29.400,3.252
1992/08/30,29.4,,,18.46,1.835,12.800,3.252
1992/08/31,12.8,,,18.46,0.503,0.000,3.252
1992/09/1,0,,,18.46,0.493,0.000,3.252
1992/09/2,0,,,18.46,1.787,13.500,3.252
1992/09/3,13.5,,,18.46,0.536,0.000,3.252
1992/09/4,0,,,18.46,0.526,0.000,3.252
1992/09/5,0,,,18.46,0.568,8.400,3.252
1992/09/6,8.4,,,18.46,0.557,0.000,3.252
1992/09/7,0,,,18.46,0.545,0.000,3.252
1992/09/8,0,,,18.46,2.962,19.740,3.252
1992/09/9,19.74,,,18.46,0.617,4.253,3.252
1992/09/10,4.253,,,18.46,0.605,0.000,3.252
1992/09/11,0,,,18.46,0.593,0.000,3.252
1992/09/12,0,,,18.46,7.344,33.000,3.252
1992/09/13,33,,,18.46,0.673,4.600,3.252
1992/09/14,4.6,,,18.46,0.660,0.000,3.252
1992/09/15,0,,,18.46,0.647,0.000,3.252
1992/09/16,0,,,18.46,0.634,0.000,3.252
1992/09/17,0,,,18.46,8.412,31.900,3.252
1992/09/18,31.9,,,18.46,0.672,0.000,3.252
1992/09/19,0,,,18.46,1.351,8.899,3.252
1992/09/20,8.899,,,18.46,0.729,2.401,3.252
1992/09/21,2.401,,,18.46,0.759,5.399,3.252
1992/09/22,5.399,,,18.46,0.778,4.300,3.252
1992/09/23,4.3,,,18.46,3.431,15.000,3.252
1992/09/24,15,,,18.46,6.542,21.200,3.252
1992/09/25,21.2,,,18.46,4.645,14.900,3.252
1992/09/26,14.9,,,18.46,0.903,0.000,3.252
1992/09/27,0,,,18.46,0.910,2.800,3.252
1992/09/28,2.8,,,18.46,0.892,0.000,3.252
1992/09/29,0,,,18.46,10.529,32.500,3.252
1992/09/30,32.5,,,18.46,0.941,2.200,3.252
1992/10/1,2.2,,,18.46,0.922,0.000,3.252
1992/10/2,0,,,18.46,13.970,37.190,3.252
1992/10/3,37.19,,,18.46,0.949,0.000,3.252
1992/10/4,0,,,18.46,0.968,3.800,3.252
1992/10/5,3.8,,,18.46,0.957,0.900,3.252
1992/10/6,0.9,,,18.46,1.000,7.000,3.252
1992/10/7,7,,,18.46,0.980,0.000,3.252
1992/10/8,0,,,18.46,0.961,0.000,3.252
1992/10/9,0,,,18.46,0.942,0.000,3.252
1992/10/10,0,,,18.46,5.146,21.000,3.252
1992/10/11,21,,,18.46,0.992,3.000,3.252
1992/10/12,3,,,18.46,0.973,0.000,3.252
1992/10/13,0,,,18.46,0.953,0.000,3.252
1992/10/14,0,,,18.46,0.934,0.000,3.252
1992/10/15,0,,,18.46,0.915,0.000,3.252
1992/10/16,0,,,18.46,0.899,0.286,3.252
1992/10/17,0.286,,,18.46,0.885,0.857,3.252
1992/10/18,0.857,,,18.46,0.872,0.857,3.252
1992/10/19,0.857,,,18.46,0.855,0.000,3.252
1992/10/20,0,,,18.46,0.838,0.000,3.252
1992/10/21,0,,,18.46,0.821,0.000,3.252
1992/10/22,0,,,18.46,0.821,4.400,3.252
1992/10/23,4.4,,,18.46,0.805,0.000,3.252
1992/10/24,0,,,18.46,0.796,2.000,3.252
1992/10/25,2,,,18.46,0.789,2.750,3.252
1992/10/26,2.75,,,18.46,0.776,0.550,3.252
1992/10/27,0.55,,,18.46,0.762,0.550,3.252
1992/10/28,0.55,,,18.46,0.748,0.550,3.252
1992/10/29,0.55,,,18.46,0.735,0.550,3.252
1992/10/30,0.55,,,18.46,0.721,0.550,3.252
1992/10/31,0.55,,,18.46,0.707,0.000,3.252
1992/11/1,0,,,18.46,0.693,0.000,3.252
1992/11/2,0,,,18.46,0.679,0.000,3.252
1992/11/3,0,,,18.46,0.665,0.000,3.252
1992/11/4,0,,,18.46,0.666,8.200,3.252
1992/11/5,8.2,,,18.46,0.660,3.400,3.252
1992/11/6,3.4,,,18.46,0.646,0.000,3.252
1992/11/7,0,,,18.46,0.634,0.000,3.252
1992/11/8,0,,,18.46,0.634,7.100,3.252
1992/11/9,7.1,,,18.46,0.621,0.000,3.252
1992/11/10,0,,,18.46,0.619,4.800,3.252
1992/11/11,4.8,,,18.46,0.607,0.000,3.252
1992/11/12,0,,,18.46,0.596,0.800,3.252
1992/11/13,0.8,,,18.46,0.598,7.200,3.252
1992/11/14,7.2,,,18.46,0.608,8.900,3.252
1992/11/15,8.9,,,18.46,1.325,26.000,3.252
1992/11/16,26,,,18.46,0.667,3.714,3.252
1992/11/17,3.714,,,18.46,0.674,3.714,3.252
1992/11/18,3.714,,,18.46,0.681,3.714,3.252
1992/11/19,3.714,,,18.46,0.687,3.714,3.252
1992/11/20,3.714,,,18.46,0.692,3.714,3.252
1992/11/21,3.714,,,18.46,0.698,3.714,3.252
1992/11/22,3.714,,,18.46,0.703,3.714,3.252
1992/11/23,3.714,,,18.46,0.689,0.000,3.252
1992/11/24,0,,,18.46,5.932,35.690,3.252
1992/11/25,35.69,,,18.46,0.774,5.900,3.252
1992/11/26,5.9,,,18.46,0.758,0.000,3.252
1992/11/27,0,,,18.46,0.743,0.000,3.252
1992/11/28,0,,,18.46,3.188,16.000,3.252
1992/11/29,16,,,18.46,0.777,0.000,3.252
1992/11/30,0,,,18.46,0.761,0.000,3.252
1992/12/1,0,,,18.46,0.746,0.000,3.252
1992/12/2,0,,,18.46,0.731,0.000,3.252
1992/12/3,0,,,18.46,0.752,6.100,3.252
1992/12/4,6.1,,,18.46,1.847,14.300,3.252
1992/12/5,14.3,,,18.46,0.785,0.000,3.252
1992/12/6,0,,,18.46,0.770,0.000,3.252
1992/12/7,0,,,18.46,0.763,1.400,3.252
1992/12/8,1.4,,,18.46,0.747,0.000,3.252
1992/12/9,0,,,18.46,0.743,2.100,3.252
1992/12/10,2.1,,,18.46,0.737,1.700,3.252
1992/12/11,1.7,,,18.46,0.768,9.800,3.252
1992/12/12,9.8,,,18.46,0.753,0.000,3.252
1992/12/13,0,,,18.46,0.738,0.000,3.252
1992/12/14,0,,,18.46,0.786,13.900,3.252
1992/12/15,13.9,,,18.46,3.157,19.900,3.252
1992/12/16,19.9,,,18.46,0.818,0.000,3.252
1992/12/17,0,,,18.46,0.802,0.000,3.252
1992/12/18,0,,,18.46,0.786,0.000,3.252
1992/12/19,0,,,18.46,0.770,0.000,3.252
1992/12/20,0,,,18.46,0.755,0.000,3.252
1992/12/21,0,,,18.46,0.740,0.000,3.252
1992/12/22,0,,,18.46,0.725,0.000,3.252
1992/12/23,0,,,18.46,0.710,0.000,3.252
1992/12/24,0,,,18.46,0.696,0.000,3.252
1992/12/25,0,,,18.46,0.682,0.000,3.252
1992/12/26,0,,,18.46,0.669,0.000,3.252
1992/12/27,0,,,18.46,0.655,0.000,3.252
1992/12/28,0,,,18.46,0.642,0.000,3.252
1992/12/29,0,,,18.46,0.649,8.300,3.252
1992/12/30,8.3,,,18.46,0.647,3.600,3.252
1992/12/31,3.6,,,18.46,0.634,0.000,3.252
1993/01/1,0,,,18.46,0.622,0.000,3.252
1993/01/2,0,,,18.46,0.609,0.000,3.252
1993/01/3,0,,,18.46,0.597,0.000,3.252
1993/01/4,0,,,18.46,0.597,5.800,3.252
1993/01/5,5.8,,,18.46,0.591,2.500,3.252
1993/01/6,2.5,,,18.46,0.580,0.000,3.252
1993/01/7,0,,,18.46,0.568,0.000,3.252
1993/01/8,0,,,18.46,0.557,0.000,3.252
1993/01/9,0,,,18.46,0.545,0.000,3.252
1993/01/10,0,,,18.46,0.535,0.000,3.252
1993/01/11,0,,,18.46,0.531,4.900,3.252
1993/01/12,4.9,,,18.46,0.536,8.800,3.252
1993/01/13,8.8,,,18.46,0.526,0.600,3.252
1993/01/14,0.6,,,18.46,2.597,49.000,3.252
1993/01/15,49,,,18.46,1.165,9.400,3.252
1993/01/16,9.4,,,18.46,0.795,8.200,3.252
1993/01/17,8.2,,,18.46,0.671,0.000,3.252
1993/01/18,0,,,18.46,0.658,0.000,3.252
1993/01/19,0,,,18.46,0.644,0.000,3.252
1993/01/20,0,,,18.46,0.632,0.000,3.252
1993/01/21,0,,,18.46,0.619,0.000,3.252
1993/01/22,0,,,18.46,0.607,0.000,3.252
1993/01/23,0,,,18.46,0.594,0.000,3.252
1993/01/24,0,,,18.46,0.583,0.000,3.252
1993/01/25,0,,,18.46,0.571,0.000,3.252
1993/01/26,0,,,18.46,0.559,0.000,3.252
1993/01/27,0,,,18.46,0.548,0.000,3.252
1993/01/28,0,,,18.46,0.537,0.000,3.252
1993/01/29,0,,,18.46,0.527,0.000,3.252
1993/01/30,0,,,18.46,0.516,0.000,3.252
1993/01/31,0,,,18.46,0.528,8.400,3.252
1993/02/1,8.4,,,18.46,0.542,7.600,3.252
1993/02/2,7.6,,,18.46,0.531,0.000,3.252
1993/02/3,0,,,18.46,0.520,0.000,3.252
1993/02/4,0,,,18.46,0.510,0.000,3.252
1993/02/5,0,,,18.46,0.499,0.000,3.252
1993/02/6,0,,,18.46,0.489,0.000,3.252
1993/02/7,0,,,18.46,0.480,0.000,3.252
1993/02/8,0,,,18.46,0.470,0.000,3.252
1993/02/9,0,,,18.46,0.461,0.000,3.252
1993/02/10,0,,,18.46,0.474,12.800,3.252
1993/02/11,12.8,,,18.46,0.476,4.199,3.252
1993/02/12,4.199,,,18.46,0.466,0.000,3.252
1993/02/13,0,,,18.46,0.457,0.000,3.252
1993/02/14,0,,,18.46,0.448,0.000,3.252
1993/02/15,0,,,18.46,0.440,0.333,3.252
1993/02/16,0.333,,,18.46,0.431,0.333,3.252
1993/02/17,0.333,,,18.46,0.423,0.333,3.252
1993/02/18,0.333,,,18.46,0.416,0.333,3.252
1993/02/19,0.333,,,18.46,0.408,0.333,3.252
1993/02/20,0.333,,,18.46,0.400,0.333,3.252
1993/02/21,0.333,,,18.46,0.392,0.000,3.252
1993/02/22,0,,,18.46,0.384,0.000,3.252
1993/02/23,0,,,18.46,0.383,6.200,3.252
1993/02/24,6.2,,,18.46,0.375,0.000,3.252
1993/02/25,0,,,18.46,0.368,0.000,3.252
1993/02/26,0,,,18.46,0.378,15.700,3.252
1993/02/27,15.7,,,18.46,0.371,0.000,3.252
1993/02/28,0,,,18.46,0.363,0.000,3.252
1993/03/1,0,,,18.46,0.356,0.000,3.252
1993/03/2,0,,,18.46,0.350,0.600,3.252
1993/03/3,0.6,,,18.46,0.343,0.000,3.252
1993/03/4,0,,,18.46,0.337,0.500,3.252
1993/03/5,0.5,,,18.46,0.353,17.750,3.252
1993/03/6,17.75,,,18.46,0.362,5.787,3.252
1993/03/7,5.787,,,18.46,0.380,8.682,3.252
1993/03/8,8.682,,,18.46,2.165,27.780,3.252
1993/03/9,27.78,,,18.46,0.428,0.000,3.252
1993/03/10,0,,,18.46,0.422,0.400,3.252
1993/03/11,0.4,,,18.46,0.414,0.000,3.252
1993/03/12,0,,,18.46,0.406,0.000,3.252
1993/03/13,0,,,18.46,0.397,0.000,3.252
1993/03/14,0,,,18.46,0.389,0.000,3.252
1993/03/15,0,,,18.46,0.382,0.000,3.252
1993/03/16,0,,,18.46,0.383,2.600,3.252
1993/03/17,2.6,,,18.46,0.376,0.000,3.252
1993/03/18,0,,,18.46,0.368,0.000,3.252
1993/03/19,0,,,18.46,0.364,1.000,3.252
1993/03/20,1,,,18.46,4.673,52.700,3.252
1993/03/21,52.7,,,18.46,0.474,6.600,3.252
1993/03/22,6.6,,,18.46,17.452,44.500,3.252
1993/03/23,44.5,,,18.46,20.053,40.000,3.252
1993/03/24,40,,,18.46,0.577,0.500,3.252
1993/03/25,0.5,,,18.46,0.610,4.100,3.252
1993/03/26,4.1,,,18.46,0.602,0.400,3.252
1993/03/27,0.4,,,18.46,0.590,0.000,3.252
1993/03/28,0,,,18.46,5.927,18.800,3.252
1993/03/29,18.8,,,18.46,0.630,0.000,3.252
1993/03/30,0,,,18.46,0.617,0.000,3.252
1993/03/31,0,,,18.46,0.605,0.000,3.252
1993/04/1,0,,,18.46,0.593,0.000,3.252
1993/04/2,0,,,18.46,0.581,0.000,3.252
1993/04/3,0,,,18.46,0.583,2.000,3.252
1993/04/4,2,,,18.46,0.571,0.000,3.252
1993/04/5,0,,,18.46,0.560,0.000,3.252
1993/04/6,0,,,18.46,0.549,0.000,3.252
1993/04/7,0,,,18.46,0.562,4.900,3.252
1993/04/8,4.9,,,18.46,0.576,4.900,3.252
1993/04/9,4.9,,,18.46,0.590,4.900,3.252
1993/04/10,4.9,,,18.46,0.604,4.900,3.252
1993/04/11,4.9,,,18.46,0.592,0.000,3.252
1993/04/12,0,,,18.46,0.640,12.100,3.252
1993/04/13,12.1,,,18.46,0.639,2.100,3.252
1993/04/14,2.1,,,18.46,0.666,7.400,3.252
1993/04/15,7.4,,,18.46,0.661,1.400,3.252
1993/04/16,1.4,,,18.46,0.648,0.000,3.252
1993/04/17,0,,,18.46,1.459,15.800,3.252
1993/04/18,15.8,,,18.46,3.437,19.000,3.252
1993/04/19,19,,,18.46,2.815,13.900,3.252
1993/04/20,13.9,,,18.46,0.783,0.000,3.252
1993/04/21,0,,,18.46,0.768,0.000,3.252
1993/04/22,0,,,18.46,0.752,0.000,3.252
1993/04/23,0,,,18.46,0.767,4.600,3.252
1993/04/24,4.6,,,18.46,0.764,1.900,3.252
1993/04/25,1.9,,,18.46,0.764,2.600,3.252
1993/04/26,2.6,,,18.46,0.780,5.300,3.252
1993/04/27,5.3,,,18.46,0.780,2.600,3.252
1993/04/28,2.6,,,18.46,0.826,10.800,3.252
1993/04/29,10.8,,,18.46,0.840,4.700,3.252
1993/04/30,4.7,,,18.46,0.825,0.400,3.252
1993/05/1,0.4,,,18.46,5.964,28.500,3.252
1993/05/2,28.5,,,18.46,0.856,0.000,3.252
1993/05/3,0,,,18.46,0.839,0.000,3.252
1993/05/4,0,,,18.46,0.822,0.000,3.252
1993/05/5,0,,,18.46,0.864,8.900,3.252
1993/05/6,8.9,,,18.46,0.859,1.800,3.252
1993/05/7,1.8,,,18.46,0.842,0.000,3.252
1993/05/8,0,,,18.46,15.867,59.590,3.252
1993/05/9,59.59,,,18.46,0.923,4.200,3.252
1993/05/10,4.2,,,18.46,0.912,0.700,3.252
1993/05/11,0.7,,,18.46,0.909,1.400,3.252
1993/05/12,1.4,,,18.46,0.950,6.000,3.252
1993/05/13,6,,,18.46,0.931,0.000,3.252
1993/05/14,0,,,18.46,0.913,0.000,3.252
1993/05/15,0,,,18.46,0.894,0.000,3.252
1993/05/16,0,,,18.46,0.876,0.000,3.252
1993/05/17,0,,,18.46,0.883,3.400,3.252
1993/05/18,3.4,,,18.46,0.923,8.300,3.252
1993/05/19,8.3,,,18.46,0.951,6.400,3.252
1993/05/20,6.4,,,18.46,0.932,0.000,3.252
1993/05/21,0,,,18.46,0.919,0.900,3.252
1993/05/22,0.9,,,18.46,0.916,2.400,3.252
1993/05/23,2.4,,,18.46,0.935,6.286,3.252
