date,Q_sim_m3s,Q_obs_m3s,P_mm
1993-06-07,1.5771417245291595,0.898,0.0
1993-06-08,1.5500874549124168,0.88,0.0
1993-06-09,1.522468499699288,0.862,0.0
1993-06-10,1.4944365632081336,0.845,0.0
1993-06-11,1.4661260079867477,0.828,0.0
1993-06-12,1.4376519853677772,0.812,0.0
1993-06-13,1.4091126842246222,0.795,0.0
1993-06-14,1.3805917081545491,0.779,0.0
1993-06-15,2.060481864423249,0.777,7.0
1993-06-16,1.4159924036310902,0.761,0.0
1993-06-17,2.991895541899316,0.768,11.0
1993-06-18,3.419345719476628,0.779,9.0
1993-06-19,1.603744405531738,0.763,0.0
1993-06-20,1.3199312724687098,0.748,0.0
1993-06-21,1.2728664409893264,0.74,2.4
1993-06-22,1.252618824280393,0.725,0.0
1993-06-23,1.2343506089663436,0.717,2.3
1993-06-24,1.2153304752373282,0.702,0.0
1993-06-25,8.671406807517352,0.952,28.9
1993-06-26,3.0779617293648895,0.738,0.0
1993-06-27,1.4531214322642803,0.723,0.0
1993-06-28,1.2576129737487025,0.708,0.0
1993-06-29,1.2298790254075658,0.694,0.0
1993-06-30,13.167111665201944,5.274,40.8
1993-07-01,11.086072023015875,6.264,21.0
1993-07-02,3.609601813663044,0.778,0.0
1993-07-03,1.6836584770943277,0.77,0.9
1993-07-04,1.4522933881400326,0.764,1.1
1993-07-05,1.4402002662725208,0.749,0.0
1993-07-06,1.4480979345576976,0.734,0.0
1993-07-07,1.4531068666481926,0.738,2.9
1993-07-08,1.453313748940631,0.729,0.9
1993-07-09,1.4491928483933496,0.724,1.6
1993-07-10,1.4414008356085173,0.709,0.0
1993-07-11,1.4305282085375595,0.695,0.0
1993-07-12,1.4170825636549647,0.681,0.0
1993-07-13,1.4014976685570604,0.668,0.0
1993-07-14,1.3841439708079768,0.654,0.0
1993-07-15,1.3653378746302396,0.641,0.0
1993-07-16,1.3453496762691062,0.628,0.0
1993-07-17,1.324410323604405,0.616,0.0
1993-07-18,4.019751584817872,0.647,15.0
1993-07-19,2.281191350896047,0.644,2.5
1993-07-20,1.5395648704683944,0.641,2.5
1993-07-21,1.3151530468748263,0.638,2.5
1993-07-22,1.276238157257065,0.635,2.5
1993-07-23,1.2579682335914397,0.632,2.5
1993-07-24,1.2408956917483245,0.629,2.5
1993-07-25,1.222931336578243,0.616,0.0
1993-07-26,1.204028115677305,0.604,0.0
1993-07-27,1.184353486452588,0.595,1.2
1993-07-28,5.875439471840592,0.645,21.0
1993-07-29,2.270274247369029,0.632,0.0
1993-07-30,1.84000523791506,0.642,5.0
1993-07-31,1.2547306619098797,0.629,0.0
1993-08-01,1.178320065060233,0.616,0.0
1993-08-02,1.1606036155054698,0.604,0.0
1993-08-03,1.1480847807655918,0.592,0.0
1993-08-04,1.1346789599911982,0.58,0.0
1993-08-05,1.1199281610235685,0.568,0.0
1993-08-06,1.104007788422995,0.557,0.0
1993-08-07,10.30418607062115,1.596,33.4
1993-08-08,3.4314724489385604,0.598,0.0
1993-08-09,1.8048859680507998,0.603,3.1
1993-08-10,1.232915283309214,0.599,1.5
1993-08-11,1.1670244073634932,0.587,0.0
1993-08-12,1.1581605880155823,0.576,0.0
1993-08-13,1.1531531455724928,0.564,0.0
1993-08-14,10.18454262891422,4.171,33.4
1993-08-15,4.890790285639429,0.645,5.4
1993-08-16,5.642322081765471,2.928,14.8
1993-08-17,2.2042741047208487,0.683,0.0
1993-08-18,1.408749619009599,0.669,0.0
1993-08-19,1.327176159799739,0.656,0.0
1993-08-20,1.3254663770439616,0.643,0.0
1993-08-21,1.3286036624226378,0.644,2.4
1993-08-22,1.3283447116214315,0.635,0.7
1993-08-23,2.151192292951961,0.666,8.1
1993-08-24,1.8419916119900979,0.675,3.9
1993-08-25,2.323336492718352,0.702,7.2
1993-08-26,1.6049924763666628,0.701,2.2
1993-08-27,1.406494520547259,0.705,3.1
1993-08-28,1.3270720524217248,0.691,0.0
1993-08-29,1.308395039251467,0.677,0.0
1993-08-30,1.2950029889097159,0.663,0.0
1993-08-31,1.3049124689683862,0.665,3.4
1993-09-01,1.2681590336756359,0.652,0.0
1993-09-02,5.399692852970646,1.402,19.7
1993-09-03,6.287132229551548,1.816,15.0
1993-09-04,14.20516362341947,9.497,35.5
1993-09-05,6.369620463603414,0.85,6.6
1993-09-06,2.335136600614431,0.833,0.0
1993-09-07,3.2526935261340677,2.196,10.5
1993-09-08,3.216611351819334,0.943,7.4
1993-09-09,1.7541960631811537,0.91,0.2
1993-09-10,8.211727046372612,8.67,27.2
1993-09-11,20.74032251897992,20.645,47.8
1993-09-12,9.231659687217856,3.552,9.8
1993-09-13,12.763655181937919,14.181,29.3
1993-09-14,13.117508779819676,12.509,25.79
1993-09-15,4.694547147595754,1.109,0.0
1993-09-16,2.472037572456526,1.087,0.0
1993-09-17,2.260437947026033,1.068,0.2
1993-09-18,2.2755290430619834,1.049,0.3
1993-09-19,3.4078031931591273,1.868,9.3
1993-09-20,2.4780703306824607,1.077,0.7
1993-09-21,2.5894866364596103,1.095,4.9
1993-09-22,2.7501383239032444,1.111,4.9
1993-09-23,2.4194365296237645,1.089,0.0
1993-09-24,2.3761207712993895,1.067,0.0
1993-09-25,2.361960740167335,1.046,0.0
1993-09-26,4.340544187990035,1.797,12.8
1993-09-27,5.589119441151125,2.165,12.4
1993-09-28,3.157733164045654,1.117,1.0
1993-09-29,2.8961489693210507,1.129,4.9
1993-09-30,4.33811679258865,1.77,11.1
1993-10-01,2.639699339974643,1.147,0.0
1993-10-02,2.3689427138011045,1.138,2.0
1993-10-03,2.3214365483292574,1.115,0.0
1993-10-04,2.2971189566745442,1.093,0.0
1993-10-05,2.272632993188579,1.071,0.0
1993-10-06,2.8582834180323347,1.086,7.1
1993-10-07,3.448000467109253,1.106,7.7
1993-10-08,7.163284293132314,3.463,19.3
1993-10-09,3.6740844088063818,1.136,1.5
1993-10-10,2.3846755176430134,1.113,0.0
1993-10-11,2.2172376093888264,1.091,0.0
1993-10-12,2.1803744588239047,1.069,0.0
1993-10-13,2.156067145035211,1.048,0.0
1993-10-14,2.130717569999569,1.033,1.299
1993-10-15,2.103146467092077,1.013,0.0
1993-10-16,2.0735954503477942,0.992,0.0
1993-10-17,5.0631214166306675,1.103,16.4
1993-10-18,5.011961966675768,1.069,9.9
1993-10-19,2.5581134978224735,1.048,0.0
1993-10-20,2.0802591338507757,1.027,0.0
1993-10-21,2.5772011397978,1.041,6.9
1993-10-22,2.396443091041928,1.041,4.0
1993-10-23,2.0139522216652863,1.023,0.4
1993-10-24,1.947768256482801,1.016,2.8
1993-10-25,1.9173987013550928,0.996,0.0
1993-10-26,2.9211244481650462,1.016,9.0
1993-10-27,1.9941378368181817,0.997,0.384
1993-10-28,3.0192326943275836,1.021,9.539
1993-10-29,2.8965785817320007,1.031,5.769
1993-10-30,7.277428006694873,3.505,21.23
1993-10-31,6.706605642289473,2.503,13.07
1993-11-01,2.884629255681809,1.095,0.0
1993-11-02,3.219349275665689,1.133,8.4
1993-11-03,2.3174907125724875,1.128,2.5
1993-11-04,1.9222953382066197,1.106,0.0
1993-11-05,2.282745293121062,1.123,6.1
1993-11-06,1.90554400518622,1.101,0.0
1993-11-07,1.8482480984457714,1.079,0.0
1993-11-08,2.675250843674072,1.103,8.2
1993-11-09,3.763514302722165,1.14,10.0
1993-11-10,5.851946937317463,2.842,15.2
1993-11-11,2.686590125377797,1.158,0.0
1993-11-12,4.948839799637764,3.116,15.1
1993-11-13,7.012558780095082,4.466,16.9
1993-11-14,7.370330422754865,4.596,15.5
1993-11-15,3.4961705089469004,1.269,1.7
1993-11-16,4.9384102125105755,3.692,13.3
1993-11-17,2.53389902977956,1.282,0.0
1993-11-18,2.054018121521404,1.256,0.0
1993-11-19,2.002722228056319,1.256,3.3
1993-11-20,3.0309573076893583,1.366,9.0
1993-11-21,2.118924492027035,1.269,0.0
1993-11-22,2.002662787395712,1.262,2.6
1993-11-23,8.452512350496669,7.085,26.9
1993-11-24,14.068790169706835,11.778,31.5
1993-11-25,5.419053943682153,1.33,1.7
1993-11-26,2.5588837389266623,1.304,0.0
1993-11-27,2.3237880677098373,1.315,4.2
1993-11-28,4.9326936005821596,4.567,14.9
1993-11-29,2.7410259511674275,1.329,0.3
1993-11-30,3.079583361477259,1.363,7.2
1993-12-01,2.9492574155570925,1.379,5.1
1993-12-02,2.479265146325522,1.375,3.0
1993-12-03,2.246421032706098,1.37,2.8
1993-12-04,2.2800475046376967,1.372,4.0
1993-12-05,2.1700748839190718,1.345,0.0
1993-12-06,2.140618698355791,1.318,0.0
1993-12-07,2.1177755533789306,1.291,0.0
1993-12-08,2.093215942903799,1.281,2.7
1993-12-09,2.066382308734669,1.255,0.0
1993-12-10,2.712897808074409,1.268,7.4
1993-12-11,2.0950756379943334,1.243,0.0
1993-12-12,1.9957960979238147,1.218,0.0
1993-12-13,1.9572539114966152,1.194,0.0
1993-12-14,3.293866629108891,1.215,10.4
1993-12-15,2.722554608941054,1.211,4.2
1993-12-16,4.055780932215654,1.243,11.2
1993-12-17,3.418771161189397,1.252,6.0
1993-12-18,2.2056610201048343,1.236,1.6
1993-12-19,1.8945276643457591,1.212,0.0
1993-12-20,1.8398047431392364,1.187,0.0
1993-12-21,1.8135321747595758,1.164,0.0
1993-12-22,1.7888339699285924,1.14,0.0
1993-12-23,1.7628371153706253,1.118,0.0
1993-12-24,1.735490346878935,1.095,0.0
1993-12-25,1.7070369796688925,1.073,0.0
1993-12-26,1.6777188233959421,1.052,0.0
1993-12-27,1.6477461346068432,1.037,2.1
1993-12-28,4.667872481371197,1.062,16.5
1993-12-29,2.2206444660090314,1.041,0.0
1993-12-30,1.666002216162264,1.02,0.0
1993-12-31,1.5807581458574986,0.999,0.0
1994-01-01,1.5502751161604615,0.979,0.0
1994-01-02,6.480876743636529,1.155,22.5
1994-01-03,2.887352761301372,1.008,0.9
1994-01-04,1.693155029500025,0.988,0.0
1994-01-05,1.540195577195159,0.968,0.0
1994-01-06,11.984748164874768,5.409,37.5
1994-01-07,8.026768671102733,3.015,12.9
1994-01-08,2.985017533797747,1.036,0.0
1994-01-09,1.78583663834089,1.016,0.0
1994-01-10,1.6519228934159975,1.008,1.7
1994-01-11,1.6395609271665146,0.988,0.0
1994-01-12,1.6367567501208036,0.968,0.0
1994-01-13,3.125460427903509,1.026,10.9
1994-01-14,9.037985430070531,6.187,25.7
1994-01-15,3.484189332009451,1.036,0.0
1994-01-16,1.945481473799311,1.025,1.3
1994-01-17,1.7297459366452852,1.005,0.0
1994-01-18,1.7034977926762869,0.985,0.0
1994-01-19,1.6954840425645814,0.965,0.0
1994-01-20,1.685924579688203,0.946,0.0
1994-01-21,1.6730601993216183,0.927,0.0
1994-01-22,1.6571989115917245,0.908,0.0
1994-01-23,1.638820071511688,0.89,0.0
1994-01-24,1.6183587345759758,0.872,0.0
1994-01-25,1.5961893999384884,0.855,0.0
1994-01-26,1.5726321908399614,0.846,2.3
1994-01-27,1.5479605107665315,0.829,0.0
1994-01-28,2.1766621228527336,0.836,7.3
1994-01-29,1.8332506743760657,0.832,3.3
1994-01-30,1.522641237605635,0.821,1.6
1994-01-31,2.067692634890977,0.829,7.0
1994-02-01,1.9469678595725997,0.83,4.4
1994-02-02,1.4867558542122554,0.813,0.0
1994-02-03,1.4133907463098931,0.797,0.0
1994-02-04,2.8924847482385303,0.817,10.7
1994-02-05,1.5574461727556628,0.801,0.0
1994-02-06,1.3800490764610391,0.785,0.0
1994-02-07,1.3418912788104307,0.769,0.0
1994-02-08,1.3193451344799327,0.754,0.0
1994-02-09,1.2978312927528088,0.739,0.0
1994-02-10,1.2757875868162705,0.724,0.0
1994-02-11,1.2531823976711784,0.71,0.0
1994-02-12,1.2301441179073356,0.695,0.0
1994-02-13,1.2068005407163143,0.681,0.0
1994-02-14,1.7503879021221398,0.679,6.0
1994-02-15,1.2336851383983893,0.665,0.0
1994-02-16,1.153393927415665,0.653,0.6
1994-02-17,1.124982299304297,0.64,0.0
1994-02-18,1.1025432125345567,0.627,0.0
1994-02-19,1.080674094747438,0.617,1.7
1994-02-20,2.7047738567838526,0.62,10.3
1994-02-21,1.693476265882801,0.613,2.3
1994-02-22,13.38497312481707,1.77,39.69
1994-02-23,4.603527227013067,0.663,1.7
1994-02-24,1.925435279395542,0.662,1.9
1994-02-25,9.362966430181219,6.426,30.1
1994-02-26,3.5128395775163237,0.708,1.1
1994-02-27,1.5279667322858772,0.694,0.0
1994-02-28,1.311217900831543,0.68,0.0
1994-03-01,9.905211806290145,8.761,32.69
1994-03-02,3.9039576893071413,0.731,1.6
1994-03-03,1.7073791739487953,0.716,0.0
1994-03-04,1.4624326615141519,0.702,0.0
1994-03-05,1.4469175783166013,0.688,0.0
1994-03-06,7.574554088324883,6.713,25.9
1994-03-07,2.987013365718579,0.724,0.0
1994-03-08,1.7001187660729253,0.709,0.0
1994-03-09,1.5565772260294448,0.695,0.0
1994-03-10,1.5442815351734522,0.681,0.0
1994-03-11,1.5429820587053786,0.678,1.5
1994-03-12,5.966394718833718,4.046,20.9
1994-03-13,4.776290728580024,0.97,8.799
1994-03-14,2.618527643363437,0.782,2.5
1994-03-15,1.724836901506646,0.767,0.0
1994-03-16,2.5831182911332142,0.812,8.701
1994-03-17,1.7310942562468337,0.796,0.0
1994-03-18,1.6271582945227905,0.793,1.9
1994-03-19,1.6089136660790395,0.777,0.0
1994-03-20,1.5977054680211995,0.777,2.7
1994-03-21,1.5846418819053798,0.768,1.1
1994-03-22,1.5691033516549426,0.764,2.1
1994-03-23,1.5513956026621178,0.748,0.0
1994-03-24,1.5318799811164394,0.733,0.0
1994-03-25,1.8514386221620434,0.744,5.7
1994-03-26,1.5336001880797883,0.729,0.0
1994-03-27,1.4766357391564322,0.714,0.0
1994-03-28,1.4770750214316744,0.714,3.6
1994-03-29,2.799967070469554,0.74,10.2
1994-03-30,5.909558869983727,1.6,17.5
1994-03-31,2.6138972669276908,0.779,0.9
1994-04-01,7.686055056877688,4.396,24.0
1994-04-02,3.100532997873651,0.816,0.6
1994-04-03,1.6749616604619635,0.799,0.0
1994-04-04,3.0794390694109137,1.329,11.2
1994-04-05,1.6975052825421453,0.831,0.0
1994-04-06,1.5249407510898292,0.814,0.0
1994-04-07,1.5010333216034744,0.798,0.0
1994-04-08,1.491469692193208,0.782,0.0
1994-04-09,2.2635855170470642,0.808,7.9
1994-04-10,5.493975463155766,2.443,17.2
1994-04-11,13.214415932249521,9.1,33.4
1994-04-12,6.027556202643298,0.94,5.8
1994-04-13,2.4909490268917276,0.926,0.6
1994-04-14,1.7357938445347654,0.908,0.0
1994-04-15,1.659092869632011,0.89,0.0
1994-04-16,4.441349811605261,3.462,15.6
1994-04-17,2.946701487201988,0.948,3.699
1994-04-18,15.357495709384398,14.387,42.5
1994-04-19,5.128335038343817,0.973,0.0
1994-04-20,5.915984612475166,5.343,15.0
1994-04-21,2.7259180698706444,0.998,0.0
1994-04-22,2.015025546667691,0.978,0.0
1994-04-23,5.423105098603842,5.666,17.9
1994-04-24,3.6959898844892765,1.045,4.557
1994-04-25,2.853371950901866,1.062,4.253
1994-04-26,2.1243708326723576,1.041,0.0
1994-04-27,10.66442447448837,11.011,32.73
1994-04-28,7.309685759702679,3.309,10.78
1994-04-29,3.2191959002199924,1.105,0.09
1994-04-30,2.291117719709244,1.086,0.295
1994-05-01,2.191617652719831,1.071,0.747
1994-05-02,2.183978564940784,1.064,1.858
1994-05-03,2.1811683497790186,1.044,0.081
1994-05-04,2.173733420993813,1.023,0.0
1994-05-05,2.1613633743042486,1.002,0.0
1994-05-06,2.1447225281086197,0.987,0.811
1994-05-07,2.1244900606084114,0.967,0.0
1994-05-08,2.101260123034691,0.948,0.0
1994-05-09,2.0755426302241466,0.929,0.0
1994-05-10,2.0477742026472567,0.911,0.0
1994-05-11,2.018328710955531,0.892,0.0
1994-05-12,2.1598060189361012,0.892,4.7
1994-05-13,1.9787317705618195,0.875,0.0
1994-05-14,1.9290930932991184,0.857,0.0
1994-05-15,1.9212864713013706,0.852,3.597
1994-05-16,5.540482541795832,0.897,18.35
1994-05-17,2.976221257914031,0.888,1.648
1994-05-18,1.9754226578442218,0.87,0.0
1994-05-19,1.836891204065459,0.852,0.0
1994-05-20,1.7995918137879305,0.835,0.0
1994-05-21,1.7728141325575768,0.819,0.0
1994-05-22,2.338021757366132,0.826,7.0
1994-05-23,3.4873776811768336,0.847,9.899
1994-05-24,4.991820648447289,0.889,13.0
1994-05-25,2.82166915150807,0.884,2.4
1994-05-26,2.098970832752865,0.883,3.2
1994-05-27,1.7500755708001168,0.865,0.0
1994-05-28,1.8522411391688918,0.87,4.6
1994-05-29,7.640511928134502,3.625,24.7
1994-05-30,3.1395103301031533,0.898,0.0
1994-05-31,1.8724577431090073,0.88,0.0
1994-06-01,1.7155368067065715,0.863,0.0
1994-06-02,3.467204659137064,1.039,12.0
1994-06-03,2.200387942137131,0.903,1.8
1994-06-04,1.743161634669185,0.885,0.0
1994-06-05,1.677690279802341,0.867,0.0
1994-06-06,1.6562705163786686,0.85,0.0
1994-06-07,1.637776708036778,0.833,0.0
1994-06-08,1.6176981523846263,0.816,0.0
1994-06-09,1.5958451565005478,0.8,0.0
1994-06-10,1.5724935803249789,0.784,0.0
1994-06-11,3.6233299968873087,0.813,13.1
1994-06-12,1.8676406460317372,0.797,0.0
1994-06-13,1.5620870782557659,0.787,1.7
1994-06-14,1.5077282418714213,0.772,0.0
1994-06-15,1.4820935576786516,0.756,0.0
1994-06-16,1.458822491241833,0.741,0.0
1994-06-17,1.4349829416432118,0.726,0.0
1994-06-18,1.4104134169836986,0.712,0.0
1994-06-19,1.9089721787856695,0.713,6.3
1994-06-20,5.862603047114636,0.754,19.2
1994-06-21,2.3959294565635947,0.739,0.0
1994-06-22,1.491947366567482,0.724,0.0
1994-06-23,1.3740037752539156,0.71,0.0
1994-06-24,1.4852813474528614,0.711,4.3
1994-06-25,1.3494068296008832,0.697,0.0
1994-06-26,1.3185583332831436,0.683,0.0
1994-06-27,1.2989101382544284,0.669,0.0
1994-06-28,1.2794954480106584,0.656,0.0
1994-06-29,3.890583100860906,0.68,14.5
1994-06-30,2.027481913307338,0.673,1.6
1994-07-01,1.3440553290383181,0.659,0.0
1994-07-02,1.2511322967729521,0.646,0.0
1994-07-03,2.549199546008817,0.663,9.7
1994-07-04,1.3801379429018947,0.65,0.0
1994-07-05,11.305163040744036,3.629,36.0
1994-07-06,3.7792806556196497,0.687,0.0
1994-07-07,1.5804777207903518,0.673,0.0
1994-07-08,1.325010743227275,0.66,0.0
1994-07-09,1.2973675178543134,0.647,0.0
1994-07-10,1.2930116788363617,0.634,0.0
1994-07-11,1.2881036128799315,0.621,0.0
1994-07-12,1.2803324367638795,0.608,0.0
1994-07-13,1.2698834992696906,0.596,0.0
1994-07-14,1.2571727567693145,0.584,0.0
1994-07-15,1.2425857441407533,0.573,0.0
1994-07-16,1.2264549161765774,0.561,0.0
1994-07-17,1.209064234002724,0.55,0.0
1994-07-18,1.1906559241932604,0.539,0.0
1994-07-19,1.1844934882501201,0.535,2.74
1994-07-20,4.631309074137781,0.567,17.03
1994-07-21,3.0425118952120083,0.577,5.21
1994-07-22,1.387347284130183,0.565,0.0
1994-07-23,1.1838209508654127,0.554,0.0
1994-07-24,1.1516873470085616,0.551,2.4
1994-07-25,1.1381379977591801,0.54,0.0
1994-07-26,1.125218786238883,0.529,0.0
1994-07-27,1.1110636269309786,0.519,0.0
1994-07-28,1.0956898435240605,0.509,0.0
1994-07-29,1.079304572144481,0.498,0.0
1994-07-30,1.062107345615013,0.488,0.0
1994-07-31,1.0442709333816578,0.479,0.0
1994-08-01,1.025942847840041,0.469,0.0
1994-08-02,1.007248758890407,0.46,0.0
1994-08-03,0.9882956565255931,0.45,0.0
1994-08-04,1.0951143590860595,0.446,3.1
1994-08-05,0.9669769874221604,0.437,0.0
1994-08-06,2.398463047222358,0.44,9.4
1994-08-07,1.169646037814138,0.431,0.0
1994-08-08,0.9460584977953248,0.423,0.0
1994-08-09,10.140851036604772,0.465,33.0
1994-08-10,3.973102669587947,0.469,2.8
1994-08-11,3.9040880088451044,0.512,11.0
1994-08-12,1.5177855940628153,0.502,0.0
1994-08-13,2.3307134319624283,0.537,9.1
1994-08-14,1.2272766848207,0.53,0.667
1994-08-15,1.0797943520640176,0.523,0.667
1994-08-16,1.0672357301640787,0.516,0.666
1994-08-17,1.0671805029691743,0.513,1.6
1994-08-18,2.5503103536440124,0.547,10.4
1994-08-19,1.2523182295559177,0.536,0.0
1994-08-20,1.0951469969731946,0.525,0.0
1994-08-21,1.0723271670201995,0.515,0.0
1994-08-22,1.0633766014436092,0.505,0.0
1994-08-23,2.7476517190669543,0.534,11.0
1994-08-24,1.283562396383251,0.523,0.0
1994-08-25,1.0805279797399803,0.513,0.0
1994-08-26,1.0490994342048934,0.503,0.0
1994-08-27,1.0365394936171886,0.493,0.0
1994-08-28,1.0248544129454338,0.487,1.3
1994-08-29,7.953023302475343,1.382,27.3
1994-08-30,2.7559438289827423,0.531,0.0
1994-08-31,1.2616564002933621,0.524,0.7
1994-09-01,2.9540539546231166,0.572,12.0
1994-09-02,1.351854559920682,0.561,0.0
1994-09-03,1.116403409526792,0.55,0.0
1994-09-04,1.0883081141738926,0.539,0.0
1994-09-05,1.0821507394739138,0.528,0.0
1994-09-06,1.076203417161284,0.517,0.0
1994-09-07,1.0682583158893197,0.507,0.0
1994-09-08,1.058385899619589,0.497,0.0
1994-09-09,1.0468802397670556,0.487,0.0
1994-09-10,1.2105744203382554,0.489,3.9
1994-09-11,1.0436966831595529,0.479,0.0
1994-09-12,1.0114850053187874,0.469,0.0
1994-09-13,0.9946070634530162,0.46,0.0
1994-09-14,0.9789364734818777,0.451,0.0
1994-09-15,0.9629136797044564,0.442,0.0
1994-09-16,0.9464638044625044,0.433,0.0
1994-09-17,0.9296733151983194,0.424,0.0
1994-09-18,0.912634042571899,0.416,0.0
1994-09-19,5.47901434251319,0.436,20.0
1994-09-20,1.9677349062230043,0.427,0.0
1994-09-21,1.2372130210305199,0.426,2.6
1994-09-22,1.1616519740959208,0.427,3.3
1994-09-23,4.663048025015747,0.467,17.0
1994-09-24,5.3029735173039505,0.516,13.5
1994-09-25,3.2981976609962556,0.538,6.1
1994-09-26,9.324757553002726,4.943,27.5
1994-09-27,3.102632834697805,0.58,0.0
1994-09-28,4.9459883654823456,3.169,15.7
1994-09-29,3.4517038516897536,0.673,6.5
1994-09-30,4.664790615743619,2.789,13.2
1994-10-01,3.3215444596655304,0.762,6.2
1994-10-02,1.570697322932008,0.746,0.0
1994-10-03,12.824264564611992,12.889,39.8
1994-10-04,5.54319427612856,0.828,4.6
1994-10-05,13.475322103718407,15.199,35.2
1994-10-06,6.500401201350014,1.582,7.0
1994-10-07,7.3854210290347915,6.947,17.4
1994-10-08,5.846861405754133,3.396,10.6
1994-10-09,2.648011046521306,0.993,0.0
1994-10-10,2.0083419875601676,0.974,0.0
1994-10-11,11.654960287632033,13.686,35.5
1994-10-12,5.580223205295479,1.043,4.2
1994-10-13,3.6372537263550737,1.072,4.9
1994-10-14,2.5611041212393415,1.073,2.3
1994-10-15,2.243582550934234,1.051,0.0
1994-10-16,7.6873948237771845,8.095,24.0
1994-10-17,3.5764858592385926,1.073,0.0
1994-10-18,2.453714998660603,1.051,0.0
1994-10-19,2.3308014431610724,1.03,0.0
1994-10-20,2.3201341128861843,1.009,0.0
1994-10-21,6.166632992673584,4.727,19.1
1994-10-22,5.475865857075303,1.742,9.296
1994-10-23,4.0519418769124504,1.121,5.438
1994-10-24,2.588930518635576,1.102,0.438
1994-10-25,2.3993626685550375,1.081,0.146
1994-10-26,2.37033535885167,1.059,0.0
1994-10-27,2.670246283998796,1.075,5.555
1994-10-28,2.380117471558581,1.053,0.0
1994-10-29,2.3281125337471567,1.032,0.0
1994-10-30,4.382341497567513,1.572,13.12
1994-10-31,2.62204500588912,1.054,0.0
1994-11-01,11.202807260602263,7.793,33.0
1994-11-02,12.690143012847567,8.994,25.0
1994-11-03,5.589466546490651,1.147,3.0
1994-11-04,11.101379628775383,11.101,28.0
1994-11-05,5.604226961212482,1.206,4.0
1994-11-06,7.695541376108517,6.909,18.0
1994-11-07,3.7242272553468623,1.222,0.0
1994-11-08,7.4094336365776385,7.485,20.0
1994-11-09,3.7387246329661865,1.236,0.0
1994-11-10,8.132693630957405,8.263,22.0
1994-11-11,3.9998490368132504,1.25,0.0
1994-11-12,2.897653690781388,1.239,1.5
1994-11-13,4.3036690710489856,2.869,11.0
1994-11-14,2.9544506001973607,1.253,0.0
1994-11-15,5.556725600990155,4.47,15.5
1994-11-16,3.3080486269751415,1.267,0.0
1994-11-17,5.512306873395493,3.985,14.4
1994-11-18,3.29191304585281,1.28,0.0
1994-11-19,2.839110897873672,1.254,0.0
1994-11-20,2.771496163017153,1.229,0.0
1994-11-21,2.7450079631689177,1.204,0.0
1994-11-22,23.46406927410574,18.67,61.2
1994-11-23,21.075647536862274,19.812,36.09
1994-11-24,7.0275736743932615,1.259,0.0
1994-11-25,3.501715537114577,1.233,0.0
1994-11-26,3.0450395923404723,1.209,0.0
1994-11-27,3.004061880179529,1.185,0.0
1994-11-28,3.003028632415886,1.161,0.0
1994-11-29,2.9984994121477353,1.138,0.0
1994-11-30,2.9865762879847453,1.115,0.0
1994-12-01,2.9679031542077254,1.108,2.1
1994-12-02,2.9435055254128986,1.086,0.0
1994-12-03,2.9143165914612377,1.072,1.2
1994-12-04,2.8811408206530764,1.05,0.0
1994-12-05,2.8446668950931615,1.029,0.0
1994-12-06,2.805483976208788,1.009,0.0
1994-12-07,2.7640961806587616,0.988,0.0
1994-12-08,2.7209349812453776,0.969,0.0
1994-12-09,2.676369776889975,0.949,0.0
1994-12-10,2.6307168973979236,0.93,0.0
1994-12-11,2.584247275893322,0.912,0.0
1994-12-12,2.5371929877491137,0.893,0.0
1994-12-13,2.4897528251560788,0.876,0.0
1994-12-14,2.4420970511545854,0.858,0.0
1994-12-15,2.394371455419038,0.841,0.0
1994-12-16,2.346700815778218,0.824,0.0
1994-12-17,2.299191853892184,0.808,0.0
1994-12-18,2.251935760276704,0.797,3.0
1994-12-19,3.6742396786892733,0.801,10.8
1994-12-20,2.6778969007810147,0.791,2.4
1994-12-21,2.1964803580964287,0.775,0.0
1994-12-22,2.1044863618613494,0.76,0.0
1994-12-23,2.05861565872031,0.745,0.0
1994-12-24,7.964583231531674,0.78,25.4
1994-12-25,4.34071924946393,0.781,3.7
1994-12-26,2.2994756342255505,0.765,0.0
1994-12-27,2.024643274076307,0.75,0.0
1994-12-28,1.9711591480447008,0.735,0.0
1994-12-29,1.9418665344338568,0.72,0.0
1994-12-30,1.9136042843134136,0.706,0.0
1994-12-31,1.883967701787219,0.692,0.0
1995-01-01,1.8529810918287315,0.678,0.0
1995-01-02,1.8209127455535423,0.664,0.0
1995-01-03,1.788020362871933,0.651,0.0
1995-01-04,1.7545264507535312,0.638,0.0
1995-01-05,1.7206203691161677,0.625,0.0
1995-01-06,1.6864628240014499,0.613,0.0
1995-01-07,1.65219002300748,0.6,0.0
1995-01-08,1.617917253948039,0.588,0.0
1995-01-09,1.583741938249944,0.577,0.0
1995-01-10,1.549746233366249,0.565,0.0
1995-01-11,1.5159992510055873,0.554,0.0
1995-01-12,1.482558948411127,0.544,1.8
1995-01-13,1.4494737414059151,0.535,1.6
1995-01-14,1.4167838806354913,0.524,0.0
1995-01-15,1.3845226262394486,0.514,0.0
1995-01-16,1.352717250912985,0.503,0.0
1995-01-17,1.3213898968387117,0.493,0.0
1995-01-18,1.2905583081597434,0.483,0.0
1995-01-19,1.2602364574266178,0.474,0.0
